rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_genre,artist_popularity,album_cover_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature,week
145,spotify:track:3dYD57lRAUcMHufyqn9GcI,Hozier,Take Me to Church,Columbia,108,174,116,8730326,"irish singer-songwriter,modern rock,pov: indie",79,https://i.scdn.co/image/ab67616d0000b2737a9bf5f82e32d33d4503fe7b,0.566,0.664,4,-5.303,0,0.0464,0.634,0,0.116,0.437,128.945,audio_features,3dYD57lRAUcMHufyqn9GcI,https://api.spotify.com/v1/tracks/3dYD57lRAUcMHufyqn9GcI,https://api.spotify.com/v1/audio-analysis/3dYD57lRAUcMHufyqn9GcI,241688,4,Oct26
146,spotify:track:739WUU1tPFLO4x4HJq561K,FIFTY FIFTY,Cupid - Twin Ver.,WM Korea,4,186,32,8727792,k-pop girl group,70,https://i.scdn.co/image/ab67616d0000b2733013522be45e72a9b2514dd8,0.783,0.592,11,-8.332,0,0.0331,0.435,4.15E-06,0.347,0.726,120.018,audio_features,739WUU1tPFLO4x4HJq561K,https://api.spotify.com/v1/tracks/739WUU1tPFLO4x4HJq561K,https://api.spotify.com/v1/audio-analysis/739WUU1tPFLO4x4HJq561K,174253,4,Oct26
147,spotify:track:1Y3LN4zO1Edc2EluIoSPJN,"Stephen Sanchez, Em Beihold",Until I Found You (with Em Beihold) - Em Beihold Version,Republic Records,10,153,47,8704114,gen z singer-songwriter,73,https://i.scdn.co/image/ab67616d0000b2732bf0876d42b90a8852ad6244,0.551,0.55,10,-5.339,1,0.0286,0.777,0,0.202,0.342,101.19,audio_features,1Y3LN4zO1Edc2EluIoSPJN,https://api.spotify.com/v1/tracks/1Y3LN4zO1Edc2EluIoSPJN,https://api.spotify.com/v1/audio-analysis/1Y3LN4zO1Edc2EluIoSPJN,176440,3,Oct26
148,spotify:track:561jH07mF1jHuk7KlaeF0s,Eminem,Mockingbird,Aftermath,24,157,54,8692855,"detroit hip hop,hip hop,rap",87,https://i.scdn.co/image/ab67616d0000b273726d48d93d02e1271774f023,0.637,0.678,0,-3.798,1,0.266,0.209,0,0.156,0.254,84.039,audio_features,561jH07mF1jHuk7KlaeF0s,https://api.spotify.com/v1/tracks/561jH07mF1jHuk7KlaeF0s,https://api.spotify.com/v1/audio-analysis/561jH07mF1jHuk7KlaeF0s,250760,4,Oct26
149,spotify:track:23d8v6tU6lR77pFKsApMtF,Bad Bunny,NADIE SABE,Rimas Entertainment LLC,14,14,2,8662328,"reggaeton,trap latino,urbano latino",96,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec,0.529,0.711,11,-5.016,0,0.0669,0.572,0,0.0799,0.582,170.305,audio_features,23d8v6tU6lR77pFKsApMtF,https://api.spotify.com/v1/tracks/23d8v6tU6lR77pFKsApMtF,https://api.spotify.com/v1/audio-analysis/23d8v6tU6lR77pFKsApMtF,379059,4,Oct26
150,spotify:track:0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Perfect,Atlantic Records UK,4,170,345,8656929,"pop,singer-songwriter pop,uk pop",86,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,audio_features,0tgVpDi06FyKpA1z0VMD4v,https://api.spotify.com/v1/tracks/0tgVpDi06FyKpA1z0VMD4v,https://api.spotify.com/v1/audio-analysis/0tgVpDi06FyKpA1z0VMD4v,263400,3,Oct26
151,spotify:track:0dS2u2UFd88TIzDDaZDLvS,d4vd,Here With Me,Darkroom/Interscope Records,14,156,52,8641644,"bedroom pop,bedroom r&b",75,https://i.scdn.co/image/ab67616d0000b273c4ddcc23f630f4c2728a5255,0.574,0.469,4,-8.209,1,0.0254,0.534,9.21E-05,0.128,0.288,132.023,audio_features,0dS2u2UFd88TIzDDaZDLvS,https://api.spotify.com/v1/tracks/0dS2u2UFd88TIzDDaZDLvS,https://api.spotify.com/v1/audio-analysis/0dS2u2UFd88TIzDDaZDLvS,242485,4,Oct26
152,spotify:track:3azJifCSqg9fRij2yKIbWz,Tory Lanez,The Color Violet,One Umbrella Records,70,178,37,8632110,"canadian hip hop,canadian trap,melodic rap,pop rap,r&b,rap,trap",78,https://i.scdn.co/image/ab67616d0000b2730c5f23cbf0b1ab7e37d0dc67,0.645,0.534,6,-10.8,0,0.0479,0.157,0,0.0863,0.463,105.02,audio_features,3azJifCSqg9fRij2yKIbWz,https://api.spotify.com/v1/tracks/3azJifCSqg9fRij2yKIbWz,https://api.spotify.com/v1/audio-analysis/3azJifCSqg9fRij2yKIbWz,226467,4,Oct26
153,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Without Me,Aftermath,31,164,109,8601826,"detroit hip hop,hip hop,rap",87,https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4,0.908,0.669,7,-2.827,1,0.0738,0.00286,0,0.237,0.662,112.238,audio_features,7lQ8MOhq6IN2w8EYcFNSUk,https://api.spotify.com/v1/tracks/7lQ8MOhq6IN2w8EYcFNSUk,https://api.spotify.com/v1/audio-analysis/7lQ8MOhq6IN2w8EYcFNSUk,290320,4,Oct26
154,spotify:track:6dBUzqjtbnIa1TwYbyw5CM,TV Girl,Lovers Rock,TV Girl,148,171,18,8589108,pov: indie,77,https://i.scdn.co/image/ab67616d0000b273e1bc1af856b42dd7fdba9f84,0.559,0.871,5,-5.338,0,0.0397,7.53E-06,0.00545,0.096,0.572,104.97,audio_features,6dBUzqjtbnIa1TwYbyw5CM,https://api.spotify.com/v1/tracks/6dBUzqjtbnIa1TwYbyw5CM,https://api.spotify.com/v1/audio-analysis/6dBUzqjtbnIa1TwYbyw5CM,213920,4,Oct26
155,spotify:track:6GGtHZgBycCgGBUhZo81xe,Lana Del Rey,Say Yes To Heaven,Polydor Records,18,175,23,8504572,"art pop,pop",88,https://i.scdn.co/image/ab67616d0000b273aa27708d07f49c82ff0d0dae,0.49,0.352,6,-11.577,0,0.0254,0.709,0.0856,0.114,0.166,99.992,audio_features,6GGtHZgBycCgGBUhZo81xe,https://api.spotify.com/v1/tracks/6GGtHZgBycCgGBUhZo81xe,https://api.spotify.com/v1/audio-analysis/6GGtHZgBycCgGBUhZo81xe,209156,4,Oct26
156,spotify:track:37F0uwRSrdzkBiuj0D5UHI,The Weeknd,Reminder,Universal Republic Records,65,166,45,8494702,"canadian contemporary r&b,canadian pop,pop",92,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452,0.706,0.505,8,-6.923,1,0.193,0.142,0,0.164,0.388,160.053,audio_features,37F0uwRSrdzkBiuj0D5UHI,https://api.spotify.com/v1/tracks/37F0uwRSrdzkBiuj0D5UHI,https://api.spotify.com/v1/audio-analysis/37F0uwRSrdzkBiuj0D5UHI,218880,4,Oct26
157,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,"Bad Bunny, Chencho Corleone",Me Porto Bonito,Rimas Entertainment LLC,2,106,77,8480715,"reggaeton,trap latino,urbano latino",96,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,0.911,0.712,1,-5.105,0,0.0817,0.0901,2.68E-05,0.0933,0.425,92.005,audio_features,6Sq7ltF9Qa7SNFBsV5Cogx,https://api.spotify.com/v1/tracks/6Sq7ltF9Qa7SNFBsV5Cogx,https://api.spotify.com/v1/audio-analysis/6Sq7ltF9Qa7SNFBsV5Cogx,178567,4,Oct26
158,spotify:track:3eP13S8D5m2cweMEg3ZDed,Drake,Virginia Beach,OVO/Republic,11,87,3,8476628,"canadian hip hop,canadian pop,hip hop,pop rap,rap",95,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1,0.402,0.514,1,-7.322,0,0.0471,0.106,0,0.181,0.2,120.009,audio_features,3eP13S8D5m2cweMEg3ZDed,https://api.spotify.com/v1/tracks/3eP13S8D5m2cweMEg3ZDed,https://api.spotify.com/v1/audio-analysis/3eP13S8D5m2cweMEg3ZDed,251095,4,Oct26
159,spotify:track:4Jc7252S1P99DjQ1lNGEOc,Bad Bunny,CYBERTRUCK,Rimas Entertainment LLC,23,23,2,8466225,"reggaeton,trap latino,urbano latino",96,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec,0.704,0.905,6,-4.948,0,0.338,0.371,2.09E-06,0.107,0.0991,151.823,audio_features,4Jc7252S1P99DjQ1lNGEOc,https://api.spotify.com/v1/tracks/4Jc7252S1P99DjQ1lNGEOc,https://api.spotify.com/v1/audio-analysis/4Jc7252S1P99DjQ1lNGEOc,191960,4,Oct26
160,spotify:track:1DmW5Ep6ywYwxc2HMT5BG6,Loreen,Tattoo,Universal Music AB,11,168,24,8460384,"europop,swedish pop",69,https://i.scdn.co/image/ab67616d0000b2732b0ba87db609976eee193bd6,0.545,0.779,3,-6.235,0,0.0751,0.243,1.66E-06,0.123,0.303,150.002,audio_features,1DmW5Ep6ywYwxc2HMT5BG6,https://api.spotify.com/v1/tracks/1DmW5Ep6ywYwxc2HMT5BG6,https://api.spotify.com/v1/audio-analysis/1DmW5Ep6ywYwxc2HMT5BG6,183375,4,Oct26
161,spotify:track:741UUVE2kuITl0c6zuqqbO,"Nicki Minaj, Ice Spice, Aqua",Barbie World (with Aqua) [From Barbie The Album],Atlantic Records,6,149,18,8453404,"hip pop,pop,queens hip hop,rap",84,https://i.scdn.co/image/ab67616d0000b2737e8f938c02fac3b564931116,0.77,0.58,0,-8.393,1,0.247,0.519,0.000127,0.233,0.753,144.072,audio_features,741UUVE2kuITl0c6zuqqbO,https://api.spotify.com/v1/tracks/741UUVE2kuITl0c6zuqqbO,https://api.spotify.com/v1/audio-analysis/741UUVE2kuITl0c6zuqqbO,109750,4,Oct26
162,spotify:track:0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Believer,Kid Ina Korner / Interscope,16,172,351,8444334,"modern rock,pop,rock",84,https://i.scdn.co/image/ab67616d0000b2735675e83f707f1d7271e5cf8a,0.776,0.78,10,-4.374,0,0.128,0.0622,0,0.081,0.666,124.949,audio_features,0pqnGHJpmpxLKifKRmU6WP,https://api.spotify.com/v1/tracks/0pqnGHJpmpxLKifKRmU6WP,https://api.spotify.com/v1/audio-analysis/0pqnGHJpmpxLKifKRmU6WP,204347,4,Oct26
163,spotify:track:7MVIfkyzuUmQ716j8U7yGR,"Taiu, Milo j",Rara Vez,Universal Music Argentina S.A.,40,159,28,8440612,trap argentino,68,https://i.scdn.co/image/ab67616d0000b273d467bed4e6b2a01ea8569100,0.838,0.708,5,-4.668,0,0.166,0.176,0,0.343,0.96,119.984,audio_features,7MVIfkyzuUmQ716j8U7yGR,https://api.spotify.com/v1/tracks/7MVIfkyzuUmQ716j8U7yGR,https://api.spotify.com/v1/audio-analysis/7MVIfkyzuUmQ716j8U7yGR,128677,4,Oct26
164,spotify:track:0JXXNGljqupsJaZsgSbMZV,Miguel,Sure Thing,Jive,14,173,46,8437785,"r&b,urban contemporary",76,https://i.scdn.co/image/ab67616d0000b273d5a8395b0d80b8c48a5d851c,0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,audio_features,0JXXNGljqupsJaZsgSbMZV,https://api.spotify.com/v1/tracks/0JXXNGljqupsJaZsgSbMZV,https://api.spotify.com/v1/audio-analysis/0JXXNGljqupsJaZsgSbMZV,195373,4,Oct26
165,spotify:track:70LcF31zb1H0PyJoS1Sx1r,Radiohead,Creep,XL Recordings,145,169,19,8405894,"alternative rock,art rock,melancholia,oxford indie,permanent wave,rock",78,https://i.scdn.co/image/ab67616d0000b273df55e326ed144ab4f5cecf95,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,audio_features,70LcF31zb1H0PyJoS1Sx1r,https://api.spotify.com/v1/tracks/70LcF31zb1H0PyJoS1Sx1r,https://api.spotify.com/v1/audio-analysis/70LcF31zb1H0PyJoS1Sx1r,238640,4,Oct26
166,spotify:track:5PUXKVVVQ74C3gl5vKy9Li,"Jasleen Royal, Arijit Singh, Dulquer Salmaan",Heeriye (feat. Arijit Singh),Warner Music India,33,123,11,8389698,"filmi,indian singer-songwriter,modern bollywood",70,https://i.scdn.co/image/ab67616d0000b2734a60872ae145776164540a7f,0.728,0.494,6,-9.628,0,0.0256,0.516,0.00384,0.0759,0.558,105.007,audio_features,5PUXKVVVQ74C3gl5vKy9Li,https://api.spotify.com/v1/tracks/5PUXKVVVQ74C3gl5vKy9Li,https://api.spotify.com/v1/audio-analysis/5PUXKVVVQ74C3gl5vKy9Li,194857,4,Oct26
167,spotify:track:4W4fNrZYkobj539TOWsLO2,"The Weeknd, Ariana Grande",Die For You (with Ariana Grande) - Remix,XO / Republic Records,2,177,35,8349895,"canadian contemporary r&b,canadian pop,pop",92,https://i.scdn.co/image/ab67616d0000b2738ad8f5243d6534e03b656c8b,0.575,0.5,1,-7.594,0,0.0707,0.227,0,0.335,0.506,67.033,audio_features,4W4fNrZYkobj539TOWsLO2,https://api.spotify.com/v1/tracks/4W4fNrZYkobj539TOWsLO2,https://api.spotify.com/v1/audio-analysis/4W4fNrZYkobj539TOWsLO2,232857,4,Oct26
168,spotify:track:1zv3WFUbZ5vPxFq9I2jAU1,"Rihanna, Calvin Harris",We Found Love,Def Jam Recordings,59,192,37,8280996,"barbadian pop,pop,urban contemporary",87,https://i.scdn.co/image/ab67616d0000b273439c7d14cc7e91953b8ab9fd,0.734,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986,audio_features,1zv3WFUbZ5vPxFq9I2jAU1,https://api.spotify.com/v1/tracks/1zv3WFUbZ5vPxFq9I2jAU1,https://api.spotify.com/v1/audio-analysis/1zv3WFUbZ5vPxFq9I2jAU1,215227,4,Oct26
169,spotify:track:54ipXppHLA8U4yqpOFTUhr,Imagine Dragons,Bones,Kid Ina Korner / Interscope,26,176,85,8266418,"modern rock,pop,rock",84,https://i.scdn.co/image/ab67616d0000b273fc915b69600dce2991a61f13,0.772,0.75,5,-3.67,0,0.0455,0.0201,0,0.074,0.587,114.061,audio_features,54ipXppHLA8U4yqpOFTUhr,https://api.spotify.com/v1/tracks/54ipXppHLA8U4yqpOFTUhr,https://api.spotify.com/v1/audio-analysis/54ipXppHLA8U4yqpOFTUhr,165265,4,Oct26
170,spotify:track:4pcafPzLDSqQktqSpxHL3E,"Bad Bunny, Eladio Carrion",THUNDER Y LIGHTNING,Rimas Entertainment LLC,46,46,2,8266174,"reggaeton,trap latino,urbano latino",96,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec,0.552,0.744,4,-2.656,0,0.124,0.496,0,0.112,0.627,156.027,audio_features,4pcafPzLDSqQktqSpxHL3E,https://api.spotify.com/v1/tracks/4pcafPzLDSqQktqSpxHL3E,https://api.spotify.com/v1/audio-analysis/4pcafPzLDSqQktqSpxHL3E,217133,4,Oct26
171,spotify:track:1qrpoAMXodY6895hGKoUpA,Taylor Swift,You Belong With Me (Taylor’s Version),Taylor Swift,52,181,9,8203611,pop,100,https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de,0.632,0.773,6,-4.856,1,0.0346,0.0623,0,0.0885,0.474,130.033,audio_features,1qrpoAMXodY6895hGKoUpA,https://api.spotify.com/v1/tracks/1qrpoAMXodY6895hGKoUpA,https://api.spotify.com/v1/audio-analysis/1qrpoAMXodY6895hGKoUpA,231124,4,Oct26
172,spotify:track:3TYOH7ta0101NYssoH5GlU,"Bad Bunny, YOVNGCHIMI",MERCEDES CAROTA,Rimas Entertainment LLC,35,35,2,8172512,"reggaeton,trap latino,urbano latino",96,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec,0.822,0.487,1,-5.815,1,0.223,0.385,6.55E-05,0.115,0.193,134.046,audio_features,3TYOH7ta0101NYssoH5GlU,https://api.spotify.com/v1/tracks/3TYOH7ta0101NYssoH5GlU,https://api.spotify.com/v1/audio-analysis/3TYOH7ta0101NYssoH5GlU,202635,4,Oct26
173,spotify:track:1daDRI9ahBonbWD8YcxOIB,Miley Cyrus,Angels Like You,RCA Records Label,24,184,32,8140673,pop,82,https://i.scdn.co/image/ab67616d0000b2738cffb7c6c40759eaf8a5a142,0.672,0.642,5,-4.035,1,0.0313,0.0981,0,0.1,0.494,121.981,audio_features,1daDRI9ahBonbWD8YcxOIB,https://api.spotify.com/v1/tracks/1daDRI9ahBonbWD8YcxOIB,https://api.spotify.com/v1/audio-analysis/1daDRI9ahBonbWD8YcxOIB,196453,4,Oct26
174,spotify:track:3F5CgOj3wFlRv51JsHbxhe,"Drake, 21 Savage",Jimmy Cooks (feat. 21 Savage),OVO,7,144,71,8134306,"canadian hip hop,canadian pop,hip hop,pop rap,rap",95,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37,0.529,0.673,0,-4.711,1,0.175,0.000307,2.41E-06,0.093,0.366,165.921,audio_features,3F5CgOj3wFlRv51JsHbxhe,https://api.spotify.com/v1/tracks/3F5CgOj3wFlRv51JsHbxhe,https://api.spotify.com/v1/audio-analysis/3F5CgOj3wFlRv51JsHbxhe,218365,4,Oct26
175,spotify:track:5w40ZYhbBMAlHYNDaVJIUu,Post Malone,Chemical,Mercury Records/Republic Records,18,183,28,8116939,"dfw rap,melodic rap,pop,rap",86,https://i.scdn.co/image/ab67616d0000b273f76f8deeba5370c98ad38f1c,0.498,0.897,2,-4.907,1,0.045,0.00136,0,0.118,0.373,169.902,audio_features,5w40ZYhbBMAlHYNDaVJIUu,https://api.spotify.com/v1/tracks/5w40ZYhbBMAlHYNDaVJIUu,https://api.spotify.com/v1/audio-analysis/5w40ZYhbBMAlHYNDaVJIUu,184013,4,Oct26
176,spotify:track:6JIC3hbC28JZKZ8AlAqX8h,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,EMI,4,188,115,8111123,"glam rock,mellow gold,piano rock,rock",80,https://i.scdn.co/image/ab67616d0000b273eb842acacb3238b2bf3b8471,0.795,0.8,1,-6.32,1,0.0309,0.0354,7.25E-05,0.0915,0.934,116.032,audio_features,6JIC3hbC28JZKZ8AlAqX8h,https://api.spotify.com/v1/tracks/6JIC3hbC28JZKZ8AlAqX8h,https://api.spotify.com/v1/audio-analysis/6JIC3hbC28JZKZ8AlAqX8h,202735,4,Oct26
177,spotify:track:2HbKqm4o0w5wEeEFXm2sD4,"Kendrick Lamar, Jay Rock",Money Trees,Aftermath,62,187,41,8071627,"conscious hip hop,hip hop,rap,west coast rap",86,https://i.scdn.co/image/ab67616d0000b273d28d2ebdedb220e479743797,0.716,0.531,7,-7.355,1,0.122,0.0703,0,0.224,0.344,71.994,audio_features,2HbKqm4o0w5wEeEFXm2sD4,https://api.spotify.com/v1/tracks/2HbKqm4o0w5wEeEFXm2sD4,https://api.spotify.com/v1/audio-analysis/2HbKqm4o0w5wEeEFXm2sD4,386907,4,Oct26
178,spotify:track:2LawezPeJhN4AWuSB0GtAU,Creedence Clearwater Revival,Have You Ever Seen The Rain,Craft Recordings,161,193,14,8057381,"classic rock,country rock,rock,southern rock,swamp rock",76,https://i.scdn.co/image/ab67616d0000b27351f311c2fb06ad2789e3ff91,0.741,0.697,0,-7.028,1,0.0277,0.0664,2.28E-05,0.133,0.774,116.109,audio_features,2LawezPeJhN4AWuSB0GtAU,https://api.spotify.com/v1/tracks/2LawezPeJhN4AWuSB0GtAU,https://api.spotify.com/v1/audio-analysis/2LawezPeJhN4AWuSB0GtAU,160133,4,Oct26
179,spotify:track:1haJsMtoBhHfvuM7XWuT3W,"Junior H, Peso Pluma",El Azul,WEA Latina,14,182,35,8043811,"corrido,corridos tumbados,musica mexicana,sad sierreno,sierreno",87,https://i.scdn.co/image/ab67616d0000b27333ed356efed99b158c4267c6,0.558,0.648,9,-7.081,0,0.055,0.226,7.76E-06,0.0986,0.844,143.876,audio_features,1haJsMtoBhHfvuM7XWuT3W,https://api.spotify.com/v1/tracks/1haJsMtoBhHfvuM7XWuT3W,https://api.spotify.com/v1/audio-analysis/1haJsMtoBhHfvuM7XWuT3W,187226,3,Oct26
180,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,Bruno Mars,That's What I Like,Atlantic Records,6,189,90,8017560,"dance pop,pop",86,https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5,0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,audio_features,0KKkJNfGyhkQ5aFogxQAPU,https://api.spotify.com/v1/tracks/0KKkJNfGyhkQ5aFogxQAPU,https://api.spotify.com/v1/audio-analysis/0KKkJNfGyhkQ5aFogxQAPU,206693,4,Oct26
181,spotify:track:42VsgItocQwOQC3XWZ8JNA,"Travis Scott, Playboi Carti",FE!N (feat. Playboi Carti),Cactus Jack/Epic,5,179,13,7967096,"hip hop,rap,slap house",90,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44,0.569,0.882,3,-2.777,0,0.06,0.0316,0,0.142,0.201,148.038,audio_features,42VsgItocQwOQC3XWZ8JNA,https://api.spotify.com/v1/tracks/42VsgItocQwOQC3XWZ8JNA,https://api.spotify.com/v1/audio-analysis/42VsgItocQwOQC3XWZ8JNA,191701,4,Oct26
182,spotify:track:4EWCNWgDS8707fNSZ1oaA5,Kanye West,Heartless,Roc-A-Fella,160,190,16,7948975,"chicago rap,hip hop,rap",88,https://i.scdn.co/image/ab67616d0000b273346d77e155d854735410ed18,0.79,0.647,10,-5.983,0,0.136,0.0515,0,0.248,0.654,87.999,audio_features,4EWCNWgDS8707fNSZ1oaA5,https://api.spotify.com/v1/tracks/4EWCNWgDS8707fNSZ1oaA5,https://api.spotify.com/v1/audio-analysis/4EWCNWgDS8707fNSZ1oaA5,211000,4,Oct26
183,spotify:track:2Hh3ETdQKrmSI3QS0hme7g,"Metro Boomin, Future, Don Toliver",Too Many Nights (feat. Don Toliver & with Future),Republic Records,33,199,36,7931638,rap,85,https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2,0.684,0.671,7,-4.392,0,0.0464,0.189,2.37E-05,0.122,0.156,88.048,audio_features,2Hh3ETdQKrmSI3QS0hme7g,https://api.spotify.com/v1/tracks/2Hh3ETdQKrmSI3QS0hme7g,https://api.spotify.com/v1/audio-analysis/2Hh3ETdQKrmSI3QS0hme7g,199920,4,Oct26
184,spotify:track:5TRPicyLGbAF2LGBFbHGvO,"Kanye West, Dwele",Flashing Lights,Roc-A-Fella,166,-1,6,7887528,"chicago rap,hip hop,rap",88,https://i.scdn.co/image/ab67616d0000b27326f7f19c7f0381e56156c94a,0.639,0.628,6,-7.578,0,0.0399,0.0381,0,0.386,0.43,90.482,audio_features,5TRPicyLGbAF2LGBFbHGvO,https://api.spotify.com/v1/tracks/5TRPicyLGbAF2LGBFbHGvO,https://api.spotify.com/v1/audio-analysis/5TRPicyLGbAF2LGBFbHGvO,237507,4,Oct26
185,spotify:track:2tTmW7RDtMQtBk7m2rYeSw,"Bizarrap, Quevedo","Quevedo: Bzrp Music Sessions, Vol. 52",DALE PLAY Records,1,167,68,7868391,"argentine hip hop,pop venezolano,trap argentino,trap latino,urbano latino",84,https://i.scdn.co/image/ab67616d0000b2731630dd349221a35ce03a0ccf,0.621,0.782,2,-5.548,1,0.044,0.0125,0.033,0.23,0.55,128.033,audio_features,2tTmW7RDtMQtBk7m2rYeSw,https://api.spotify.com/v1/tracks/2tTmW7RDtMQtBk7m2rYeSw,https://api.spotify.com/v1/audio-analysis/2tTmW7RDtMQtBk7m2rYeSw,198938,4,Oct26
186,spotify:track:6rjuKpPydT2SxN15TZpV7r,Lil Tecca,500lbs,Galactic Records/Lil Tecca,186,197,2,7835024,"melodic rap,pluggnb,rap",78,https://i.scdn.co/image/ab67616d0000b273c4e6adea69105e6b6e214b96,0.722,0.785,7,-5.451,0,0.0763,0.0942,0,0.119,0.529,122.986,audio_features,6rjuKpPydT2SxN15TZpV7r,https://api.spotify.com/v1/tracks/6rjuKpPydT2SxN15TZpV7r,https://api.spotify.com/v1/audio-analysis/6rjuKpPydT2SxN15TZpV7r,144390,4,Oct26
187,spotify:track:0NZPBYD5qbEWRs3PrGiRkT,"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),Capitol Records UK / EMI,1,195,56,7790352,"pop,uk pop",82,https://i.scdn.co/image/ab67616d0000b273fc3ff54493fcc890bcaa036c,0.712,0.463,2,-7.399,1,0.0797,0.011,2.96E-06,0.301,0.206,131.199,audio_features,0NZPBYD5qbEWRs3PrGiRkT,https://api.spotify.com/v1/tracks/0NZPBYD5qbEWRs3PrGiRkT,https://api.spotify.com/v1/audio-analysis/0NZPBYD5qbEWRs3PrGiRkT,156943,4,Oct26
188,spotify:track:4eMKD8MRroxCqugpsxCCNb,"Tainy, Bad Bunny",MOJABI GHOST,"NEON16, LLC",12,134,17,7755887,"pop reggaeton,reggaeton,trap latino,urbano latino",78,https://i.scdn.co/image/ab67616d0000b273de7b9af78fbdda96c5a0635b,0.805,0.707,6,-3.758,0,0.0353,0.142,3.71E-05,0.563,0.744,122.014,audio_features,4eMKD8MRroxCqugpsxCCNb,https://api.spotify.com/v1/tracks/4eMKD8MRroxCqugpsxCCNb,https://api.spotify.com/v1/audio-analysis/4eMKD8MRroxCqugpsxCCNb,228197,4,Oct26
189,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,198,150,7753967,"canadian contemporary r&b,canadian pop,pop",92,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24E-05,0.543,0.644,118.051,audio_features,5QO79kh1waicV47BqGRL3g,https://api.spotify.com/v1/tracks/5QO79kh1waicV47BqGRL3g,https://api.spotify.com/v1/audio-analysis/5QO79kh1waicV47BqGRL3g,215627,4,Oct26
190,spotify:track:1z9kQ14XBSN0r2v6fx4IdG,Rihanna,Diamonds,Def Jam Recordings,77,-1,11,7752962,"barbadian pop,pop,urban contemporary",87,https://i.scdn.co/image/ab67616d0000b273e24cbbd5cef05ca77ec67df6,0.564,0.71,11,-4.92,0,0.0461,0.00125,0,0.109,0.393,91.972,audio_features,1z9kQ14XBSN0r2v6fx4IdG,https://api.spotify.com/v1/tracks/1z9kQ14XBSN0r2v6fx4IdG,https://api.spotify.com/v1/audio-analysis/1z9kQ14XBSN0r2v6fx4IdG,225147,4,Oct26
191,spotify:track:0AYt6NMyyLd0rLuvr0UkMH,"Drake, SZA",Slime You Out (feat. SZA),OVO/Republic,6,96,6,7737610,"canadian hip hop,canadian pop,hip hop,pop rap,rap",95,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1,0.483,0.408,5,-9.243,0,0.0502,0.508,0,0.259,0.105,88.88,audio_features,0AYt6NMyyLd0rLuvr0UkMH,https://api.spotify.com/v1/tracks/0AYt6NMyyLd0rLuvr0UkMH,https://api.spotify.com/v1/audio-analysis/0AYt6NMyyLd0rLuvr0UkMH,310491,3,Oct26
192,spotify:track:2O223PoYCkIPSsE4cmnr9v,Fuerza Regida,TQM,Rancho Humilde/Street Mob Records,9,-1,22,7709271,"corrido,corridos tumbados,sad sierreno,sierreno",85,https://i.scdn.co/image/ab67616d0000b273ad57982065339f7dc2058efe,0.787,0.858,5,-4.969,0,0.0555,0.263,0,0.103,0.964,125.093,audio_features,2O223PoYCkIPSsE4cmnr9v,https://api.spotify.com/v1/tracks/2O223PoYCkIPSsE4cmnr9v,https://api.spotify.com/v1/audio-analysis/2O223PoYCkIPSsE4cmnr9v,157252,3,Oct26
